GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,NAME_M,AHZAM001,AHZAM002,AHZAM003,AHZAM004,AHZAM005,AHZAM006,AHZAM007,AHZAM008,AHZAM009,AHZAM010,AHZAM011,AHZAM012,AHZAM013,AHZAM014,AHZAM015,AHZAM016,AHZAM017,AHZAM018,AHZAM019,AHZAM020,AHZAM021
"G09000100428003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"042800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 428, Fairfield County, Connecticut",1298,1067,989,62,0,16,0,0,0,0,0,231,231,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 428, Fairfield County, Connecticut",542,506,494,108,12,24,12,12,12,12,12,266,266,12,12,12,12,12,12,12,12
"G09000100428004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"042800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 428, Fairfield County, Connecticut",1366,1073,974,0,0,58,0,0,41,41,0,293,130,0,0,134,0,29,0,0,0,"Block Group 4, Census Tract 428, Fairfield County, Connecticut",425,320,314,12,12,69,12,12,51,51,12,274,208,12,12,164,12,45,12,12,12
"G09000100429001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"042900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 429, Fairfield County, Connecticut",929,883,788,20,31,15,0,19,10,0,10,46,41,0,0,0,0,0,5,0,5,"Block Group 1, Census Tract 429, Fairfield County, Connecticut",120,124,122,27,41,13,12,27,15,12,15,38,39,12,12,12,12,12,8,12,8
"G09000100429002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"042900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 429, Fairfield County, Connecticut",639,622,596,5,0,10,0,0,11,0,11,17,17,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 429, Fairfield County, Connecticut",101,106,104,8,12,12,12,12,17,12,17,26,26,12,12,12,12,12,12,12,12
"G09000100430001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 430, Fairfield County, Connecticut",1207,1085,1085,0,0,0,0,0,0,0,0,122,122,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 430, Fairfield County, Connecticut",212,190,190,12,12,12,12,12,12,12,12,112,112,12,12,12,12,12,12,12,12
"G09000100430002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 430, Fairfield County, Connecticut",965,723,311,359,0,40,0,0,13,0,13,242,187,0,0,0,0,55,0,0,0,"Block Group 2, Census Tract 430, Fairfield County, Connecticut",329,343,113,329,12,59,12,12,20,12,20,168,147,12,12,12,12,90,12,12,12
"G09000100430003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 430, Fairfield County, Connecticut",983,864,773,28,0,63,0,0,0,0,0,119,41,12,0,0,11,0,55,0,55,"Block Group 3, Census Tract 430, Fairfield County, Connecticut",204,156,142,40,12,65,12,12,12,12,12,135,46,19,12,12,18,12,87,12,87
"G09000100431001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 431, Fairfield County, Connecticut",2058,1456,1034,165,0,241,0,9,7,0,7,602,505,82,0,0,0,15,0,0,0,"Block Group 1, Census Tract 431, Fairfield County, Connecticut",342,258,291,176,12,131,12,14,11,12,11,280,252,114,12,12,12,27,12,12,12
"G09000100431002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 431, Fairfield County, Connecticut",1680,1551,1474,47,11,19,0,0,0,0,0,129,84,0,0,0,0,33,12,0,12,"Block Group 2, Census Tract 431, Fairfield County, Connecticut",263,250,248,39,17,39,12,12,12,12,12,102,75,12,12,12,12,54,21,12,21
"G09000100431003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 431, Fairfield County, Connecticut",1008,1008,875,10,0,93,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 431, Fairfield County, Connecticut",214,214,195,15,12,110,12,12,34,12,34,12,12,12,12,12,12,12,12,12,12
"G09000100432001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 432, Fairfield County, Connecticut",368,368,350,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 432, Fairfield County, Connecticut",116,116,110,12,12,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000100432002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 432, Fairfield County, Connecticut",962,783,623,16,0,109,0,35,0,0,0,179,16,0,0,0,0,163,0,0,0,"Block Group 2, Census Tract 432, Fairfield County, Connecticut",273,162,174,26,12,151,12,53,12,12,12,201,25,12,12,12,12,200,12,12,12
"G09000100432003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 432, Fairfield County, Connecticut",1663,961,424,435,0,95,0,0,7,0,7,702,676,0,0,0,0,26,0,0,0,"Block Group 3, Census Tract 432, Fairfield County, Connecticut",321,269,191,189,12,89,12,12,12,12,12,293,294,12,12,12,12,47,12,12,12
"G09000100433001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 433, Fairfield County, Connecticut",1850,1198,729,350,0,89,0,0,30,0,30,652,630,10,0,0,0,12,0,0,0,"Block Group 1, Census Tract 433, Fairfield County, Connecticut",343,274,146,224,12,90,12,12,35,12,35,344,341,16,12,12,12,32,12,12,12
"G09000100433002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 433, Fairfield County, Connecticut",1466,924,585,277,0,62,0,0,0,0,0,542,481,0,0,0,0,0,61,61,0,"Block Group 2, Census Tract 433, Fairfield County, Connecticut",361,303,171,263,12,57,12,12,12,12,12,292,241,12,12,12,12,12,90,90,12
"G09000100434001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 434, Fairfield County, Connecticut",958,652,331,186,0,127,0,0,8,0,8,306,285,0,0,0,0,21,0,0,0,"Block Group 1, Census Tract 434, Fairfield County, Connecticut",269,231,119,164,12,153,12,12,13,12,13,198,195,12,12,12,12,25,12,12,12
"G09000100434002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 434, Fairfield County, Connecticut",1660,1349,616,547,61,115,0,0,10,0,10,311,296,0,0,0,0,0,15,0,15,"Block Group 2, Census Tract 434, Fairfield County, Connecticut",322,302,178,252,65,111,12,12,14,12,14,143,144,12,12,12,12,12,22,12,22
"G09000100434003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 434, Fairfield County, Connecticut",1658,1188,781,167,0,240,0,0,0,0,0,470,395,0,0,0,0,40,35,20,15,"Block Group 3, Census Tract 434, Fairfield County, Connecticut",380,339,304,172,12,247,12,12,12,12,12,284,258,12,12,12,12,69,40,33,24
"G09000100435001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 435, Fairfield County, Connecticut",579,522,387,87,8,33,0,0,7,0,7,57,29,0,0,0,0,22,6,6,0,"Block Group 1, Census Tract 435, Fairfield County, Connecticut",132,129,116,85,11,39,12,12,10,12,10,48,29,12,12,12,12,32,10,10,12
"G09000100435002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 435, Fairfield County, Connecticut",1010,717,649,57,0,11,0,0,0,0,0,293,283,0,0,0,0,10,0,0,0,"Block Group 2, Census Tract 435, Fairfield County, Connecticut",168,138,134,42,12,16,12,12,12,12,12,122,126,12,12,12,12,16,12,12,12
"G09000100435003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 435, Fairfield County, Connecticut",916,884,720,141,0,23,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 435, Fairfield County, Connecticut",154,156,127,157,12,21,12,12,12,12,12,32,32,12,12,12,12,12,12,12,12
"G09000100436001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 436, Fairfield County, Connecticut",888,728,428,99,0,162,0,33,6,0,6,160,96,0,0,0,0,29,35,35,0,"Block Group 1, Census Tract 436, Fairfield County, Connecticut",204,196,140,133,12,122,12,48,9,12,9,120,113,12,12,12,12,44,52,52,12
"G09000100436002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 436, Fairfield County, Connecticut",942,688,625,18,0,27,0,0,18,0,18,254,106,39,0,0,0,76,33,33,0,"Block Group 2, Census Tract 436, Fairfield County, Connecticut",214,151,152,20,12,31,12,12,28,12,28,164,96,59,12,12,12,83,52,52,12
"G09000100436003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 436, Fairfield County, Connecticut",1222,1086,908,87,0,84,0,0,7,0,7,136,113,0,0,0,0,23,0,0,0,"Block Group 3, Census Tract 436, Fairfield County, Connecticut",211,189,192,88,12,79,12,12,12,12,12,90,87,12,12,12,12,23,12,12,12
"G09000100437001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 437, Fairfield County, Connecticut",993,604,455,110,0,39,0,0,0,0,0,389,347,0,0,0,0,42,0,0,0,"Block Group 1, Census Tract 437, Fairfield County, Connecticut",221,171,152,76,12,35,12,12,12,12,12,175,169,12,12,12,12,51,12,12,12
"G09000100437002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 437, Fairfield County, Connecticut",1113,626,364,251,0,11,0,0,0,0,0,487,305,10,0,0,0,136,36,36,0,"Block Group 2, Census Tract 437, Fairfield County, Connecticut",274,154,138,95,12,17,12,12,12,12,12,278,172,14,12,12,12,212,40,40,12
"G09000100438001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 438, Fairfield County, Connecticut",1084,840,402,194,0,244,0,0,0,0,0,244,141,0,0,0,0,58,45,45,0,"Block Group 1, Census Tract 438, Fairfield County, Connecticut",324,317,128,178,12,254,12,12,12,12,12,233,173,12,12,12,12,76,70,70,12
"G09000100438002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 438, Fairfield County, Connecticut",1639,1429,754,423,20,105,0,127,0,0,0,210,78,0,0,0,0,99,33,33,0,"Block Group 2, Census Tract 438, Fairfield County, Connecticut",430,433,402,300,30,121,12,180,12,12,12,171,96,12,12,12,12,115,54,54,12
"G09000100438003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 438, Fairfield County, Connecticut",487,360,151,38,0,171,0,0,0,0,0,127,37,40,0,0,0,3,47,47,0,"Block Group 3, Census Tract 438, Fairfield County, Connecticut",207,182,88,52,12,178,12,12,12,12,12,97,37,53,12,12,12,5,71,71,12
"G09000100438004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 438, Fairfield County, Connecticut",501,278,186,34,0,58,0,0,0,0,0,223,201,22,0,0,0,0,0,0,0,"Block Group 4, Census Tract 438, Fairfield County, Connecticut",246,154,120,57,12,82,12,12,12,12,12,199,175,35,12,12,12,12,12,12,12
"G09000100438005","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043800","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 438, Fairfield County, Connecticut",2494,970,344,510,0,82,18,0,16,0,16,1524,1323,19,0,0,0,182,0,0,0,"Block Group 5, Census Tract 438, Fairfield County, Connecticut",686,555,220,602,12,113,30,12,35,12,35,719,679,32,12,12,12,205,12,12,12
"G09000100438006","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043800","6",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 438, Fairfield County, Connecticut",1458,977,666,126,0,42,29,90,24,0,24,481,308,0,0,0,0,128,45,0,45,"Block Group 6, Census Tract 438, Fairfield County, Connecticut",430,316,301,105,12,72,42,136,40,12,40,386,342,12,12,12,12,107,76,12,76
"G09000100439001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 439, Fairfield County, Connecticut",2315,1209,799,194,36,180,0,0,0,0,0,1106,924,76,0,0,0,106,0,0,0,"Block Group 1, Census Tract 439, Fairfield County, Connecticut",520,376,239,212,47,196,12,12,12,12,12,457,468,101,12,12,12,126,12,12,12
"G09000100439002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 439, Fairfield County, Connecticut",1515,837,368,323,0,146,0,0,0,0,0,678,544,20,0,0,0,77,37,37,0,"Block Group 2, Census Tract 439, Fairfield County, Connecticut",673,280,213,240,12,219,12,12,12,12,12,675,645,34,12,12,12,133,54,54,12
"G09000100439003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 439, Fairfield County, Connecticut",1114,1062,808,49,0,163,0,0,42,0,42,52,0,0,0,0,0,0,52,0,52,"Block Group 3, Census Tract 439, Fairfield County, Connecticut",279,260,254,81,12,111,12,12,68,12,68,91,12,12,12,12,12,12,91,12,91
"G09000100439004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"043900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 439, Fairfield County, Connecticut",1315,1224,1061,59,0,104,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 439, Fairfield County, Connecticut",439,457,433,71,12,132,12,12,12,12,12,154,154,12,12,12,12,12,12,12,12
"G09000100440001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 440, Fairfield County, Connecticut",810,422,87,183,0,133,0,0,19,0,19,388,265,106,0,0,0,17,0,0,0,"Block Group 1, Census Tract 440, Fairfield County, Connecticut",328,291,67,223,12,137,12,12,35,12,35,267,259,91,12,12,12,66,12,12,12
"G09000100440002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 440, Fairfield County, Connecticut",1000,376,256,120,0,0,0,0,0,0,0,624,560,43,0,0,0,21,0,0,0,"Block Group 2, Census Tract 440, Fairfield County, Connecticut",374,173,147,136,12,12,12,12,12,12,12,366,356,68,12,12,12,33,12,12,12
"G09000100440003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 440, Fairfield County, Connecticut",1799,809,319,341,0,17,0,0,132,132,0,990,850,0,0,0,0,64,76,16,60,"Block Group 3, Census Tract 440, Fairfield County, Connecticut",565,243,175,180,12,57,12,12,198,198,12,591,579,12,12,12,12,99,98,26,95
"G09000100440004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044000","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 440, Fairfield County, Connecticut",639,501,226,174,0,101,0,0,0,0,0,138,124,0,0,0,0,14,0,0,0,"Block Group 4, Census Tract 440, Fairfield County, Connecticut",214,217,149,169,12,100,12,12,12,12,12,136,129,12,12,12,12,28,12,12,12
"G09000100440005","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044000","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 440, Fairfield County, Connecticut",2132,982,530,385,12,0,0,0,55,0,55,1150,936,0,0,0,0,214,0,0,0,"Block Group 5, Census Tract 440, Fairfield County, Connecticut",777,452,332,290,20,12,12,12,80,12,80,766,724,12,12,12,12,300,12,12,12
"G09000100441001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 441, Fairfield County, Connecticut",1809,1070,633,310,0,40,0,8,79,0,79,739,695,7,21,0,0,8,8,8,0,"Block Group 1, Census Tract 441, Fairfield County, Connecticut",395,243,158,149,12,33,12,14,88,12,88,286,280,15,33,12,12,22,16,16,12
"G09000100441002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 441, Fairfield County, Connecticut",1541,1048,502,462,0,76,0,0,8,0,8,493,419,29,0,7,0,38,0,0,0,"Block Group 2, Census Tract 441, Fairfield County, Connecticut",316,267,110,217,12,109,12,12,13,12,13,186,179,40,12,12,12,48,12,12,12
"G09000100442001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 442, Fairfield County, Connecticut",625,348,245,103,0,0,0,0,0,0,0,277,181,0,0,0,0,52,44,9,35,"Block Group 1, Census Tract 442, Fairfield County, Connecticut",241,167,95,158,12,12,12,12,12,12,12,207,176,12,12,12,12,53,46,14,45
"G09000100442002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 442, Fairfield County, Connecticut",1286,542,388,154,0,0,0,0,0,0,0,744,431,86,0,0,0,203,24,24,0,"Block Group 2, Census Tract 442, Fairfield County, Connecticut",396,277,248,197,12,12,12,12,12,12,12,314,236,114,12,12,12,195,36,36,12
"G09000100442003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 442, Fairfield County, Connecticut",928,796,323,421,0,52,0,0,0,0,0,132,132,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 442, Fairfield County, Connecticut",358,334,136,322,12,60,12,12,12,12,12,153,153,12,12,12,12,12,12,12,12
"G09000100442004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 442, Fairfield County, Connecticut",1158,875,667,144,0,64,0,0,0,0,0,283,274,0,0,0,0,9,0,0,0,"Block Group 4, Census Tract 442, Fairfield County, Connecticut",327,217,154,180,12,99,12,12,12,12,12,248,247,12,12,12,12,13,12,12,12
"G09000100443001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 443, Fairfield County, Connecticut",1683,1293,830,252,0,178,0,0,33,0,33,390,332,0,0,0,0,22,36,25,11,"Block Group 1, Census Tract 443, Fairfield County, Connecticut",253,233,165,128,12,128,12,12,28,12,28,155,146,12,12,12,12,34,38,37,17
"G09000100443002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 443, Fairfield County, Connecticut",1017,913,874,29,0,0,0,0,10,0,10,104,104,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 443, Fairfield County, Connecticut",246,221,226,49,12,12,12,12,15,12,15,102,102,12,12,12,12,12,12,12,12
"G09000100443003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 443, Fairfield County, Connecticut",695,480,446,1,0,33,0,0,0,0,0,215,215,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 443, Fairfield County, Connecticut",225,148,145,4,12,51,12,12,12,12,12,209,209,12,12,12,12,12,12,12,12
"G09000100443004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 443, Fairfield County, Connecticut",774,724,724,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 443, Fairfield County, Connecticut",171,166,166,12,12,12,12,12,12,12,12,49,49,12,12,12,12,12,12,12,12
"G09000100444001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 444, Fairfield County, Connecticut",2503,1527,560,911,0,0,0,0,56,0,56,976,761,0,66,0,0,149,0,0,0,"Block Group 1, Census Tract 444, Fairfield County, Connecticut",348,321,174,294,12,12,12,12,90,12,90,386,316,12,67,12,12,213,12,12,12
"G09000100444002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 444, Fairfield County, Connecticut",1257,753,296,456,0,0,0,0,1,0,1,504,348,28,0,0,0,128,0,0,0,"Block Group 2, Census Tract 444, Fairfield County, Connecticut",366,278,121,266,12,12,12,12,3,12,3,302,305,43,12,12,12,206,12,12,12
"G09000100445001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 445, Fairfield County, Connecticut",1925,864,39,825,0,0,0,0,0,0,0,1061,847,140,0,0,0,74,0,0,0,"Block Group 1, Census Tract 445, Fairfield County, Connecticut",483,355,40,352,12,12,12,12,12,12,12,489,431,182,12,12,12,119,12,12,12
"G09000100445002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 445, Fairfield County, Connecticut",2227,1242,368,821,0,0,0,0,53,0,53,985,454,395,0,0,0,136,0,0,0,"Block Group 2, Census Tract 445, Fairfield County, Connecticut",455,494,297,386,12,12,12,12,87,12,87,569,418,326,12,12,12,189,12,12,12
"G09000100446001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 446, Fairfield County, Connecticut",1302,1287,1287,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 446, Fairfield County, Connecticut",252,246,246,12,12,12,12,12,12,12,12,18,18,12,12,12,12,12,12,12,12
"G09000100446002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 446, Fairfield County, Connecticut",674,590,590,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 446, Fairfield County, Connecticut",177,150,150,12,12,12,12,12,12,12,12,136,136,12,12,12,12,12,12,12,12
"G09000100446003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"044600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 446, Fairfield County, Connecticut",1411,1383,1363,11,0,0,0,0,9,0,9,28,28,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 446, Fairfield County, Connecticut",211,212,217,18,12,12,12,12,16,12,16,34,34,12,12,12,12,12,12,12,12
"G09000100451011","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045101","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 451.01, Fairfield County, Connecticut",1662,1656,1345,12,5,188,0,0,106,0,106,6,6,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 451.01, Fairfield County, Connecticut",239,236,244,19,9,112,12,12,94,12,94,11,11,12,12,12,12,12,12,12,12
"G09000100451012","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045101","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 451.01, Fairfield County, Connecticut",1219,1159,1090,0,0,48,0,0,21,0,21,60,60,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 451.01, Fairfield County, Connecticut",203,202,189,12,12,33,12,12,32,12,32,54,54,12,12,12,12,12,12,12,12
"G09000100451013","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045101","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 451.01, Fairfield County, Connecticut",1277,1266,1211,16,0,39,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,"Block Group 3, Census Tract 451.01, Fairfield County, Connecticut",187,189,193,25,12,33,12,12,12,12,12,17,12,12,12,12,12,17,12,12,12
"G09000100451021","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 451.02, Fairfield County, Connecticut",2849,2703,2338,12,0,300,0,0,53,0,53,146,140,0,0,0,0,6,0,0,0,"Block Group 1, Census Tract 451.02, Fairfield County, Connecticut",381,370,381,19,12,118,12,12,41,12,41,140,141,12,12,12,12,18,12,12,12
"G09000100451022","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 451.02, Fairfield County, Connecticut",1553,1396,1251,64,0,75,0,0,6,0,6,157,148,0,0,0,0,7,2,0,2,"Block Group 2, Census Tract 451.02, Fairfield County, Connecticut",442,389,372,69,12,66,12,12,11,12,11,196,195,12,12,12,12,14,6,12,6
"G09000100451023","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 451.02, Fairfield County, Connecticut",1527,1527,1434,0,0,81,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 451.02, Fairfield County, Connecticut",377,377,372,12,12,93,12,20,12,12,12,12,12,12,12,12,12,12,12,12,12
